Marca,Modelo,Ano,Tipo_combustivel,Potencia_motor,Cilindros_motor,Tipo_transmissao,Rodas_motrizes,Numero_portas,Tamanho,Estilo,Consumo_estrada_milhas,Consumo_cidade_milhas,Valor($)
Dodge,Ram Pickup 1500,2008,gasolina comum,310.0,8.0,manual,tracao nas quatro rodas,2.0,grande,picape cabine simples,16,12,27045
Saab,9-3,2009,gasolina premium (recomendada),280.0,6.0,automatico,tracao integral,4.0,medio,seda,24,15,43605
Lexus,RX 400h,2007,gasolina comum,268.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,25,27,42580
GMC,Sonoma,2003,flex (gasolina/E85),120.0,4.0,automatico,tracao traseira,2.0,compacto,picape cabine simples,23,17,17670
Pontiac,Aztek,2004,gasolina comum,185.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,22,16,24190
Subaru,Impreza WRX,2014,gasolina premium (obrigatoria),265.0,4.0,manual,tracao integral,4.0,compacto,hatchback 4 portas,25,19,28495
GMC,Savana,2015,flex (gasolina/E85),285.0,8.0,automatico,tracao traseira,3.0,medio,van de passageiros,17,11,32190
Volkswagen,Golf SportWagen,2015,diesel,150.0,4.0,manual,tracao dianteira,4.0,compacto,perua,43,31,27995
Dodge,Ram Pickup 1500,2010,flex (gasolina/E85),310.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,19,14,28510
Chrysler,Sebring,2009,gasolina comum,173.0,4.0,automatico,tracao dianteira,4.0,medio,seda,30,21,20915
Ford,Mustang,2015,gasolina premium (recomendada),310.0,4.0,manual,tracao traseira,2.0,medio,cupe,31,22,29300
Volkswagen,Beetle Convertible,2014,gasolina premium (recomendada),210.0,4.0,manual,tracao dianteira,2.0,compacto,conversivel,31,23,33795
Ford,Explorer,2017,gasolina comum,365.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,22,16,45205
GMC,Canyon,2012,gasolina comum,185.0,4.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine estendida,23,17,26485
Nissan,Pathfinder,2017,gasolina comum,284.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,26,19,37790
Nissan,Pathfinder,2015,gasolina comum,260.0,6.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,26,19,37900
Chevrolet,Sonic,2016,gasolina comum,138.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,35,26,16755
Cadillac,Brougham,1992,gasolina comum,170.0,8.0,automatico,tracao traseira,4.0,grande,seda,23,15,2000
Chevrolet,Malibu Maxx,2005,gasolina comum,200.0,6.0,automatico,tracao dianteira,4.0,medio,hatchback 4 portas,28,20,21465
Hyundai,Elantra,2015,gasolina comum,166.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,35,24,22600
Mitsubishi,Montero Sport,2002,gasolina comum,197.0,6.0,automatico,tracao traseira,4.0,medio,SUV 4 portas,20,15,27607
Lexus,GS 350,2017,gasolina premium (obrigatoria),311.0,6.0,automatico,tracao integral,4.0,medio,seda,26,19,56555
FIAT,500X,2016,gasolina comum,180.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,30,21,25235
Toyota,T100,1998,gasolina comum,190.0,6.0,manual,tracao traseira,2.0,grande,picape cabine estendida,19,15,3058
Chrysler,300,2016,gasolina comum,300.0,6.0,automatico,tracao integral,4.0,grande,seda,27,18,38590
Infiniti,Q50,2017,gasolina premium (obrigatoria),208.0,4.0,automatico,tracao integral,4.0,medio,seda,28,22,40400
Mitsubishi,Raider,2009,gasolina comum,210.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,18,14,29425
Mitsubishi,Montero,2004,gasolina comum,215.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,18,13,34999
Buick,LaCrosse,2015,flex (gasolina/E85),304.0,6.0,automatico,tracao dianteira,4.0,grande,seda,28,18,38025
Saab,9-4X,2011,gasolina premium (obrigatoria),300.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,22,15,48010
Acura,RLX,2015,gasolina premium (recomendada),310.0,6.0,automatico,tracao dianteira,4.0,medio,seda,31,20,60450
Volvo,XC60,2016,gasolina comum,325.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,23,17,51050
Ford,Festiva,1993,gasolina comum,63.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,38,30,2000
Dodge,Stratus,2004,gasolina comum,200.0,6.0,automatico,tracao dianteira,4.0,medio,seda,26,19,19690
Saab,9-3,2010,gasolina premium (recomendada),207.0,4.0,automatico,tracao dianteira,2.0,compacto,conversivel,27,19,45080
Buick,Electra,1990,gasolina comum,165.0,6.0,automatico,tracao dianteira,4.0,medio,seda,25,16,2000
Toyota,Tundra,2016,gasolina comum,381.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine estendida,18,13,38670
Lexus,GS 350,2017,gasolina premium (obrigatoria),311.0,6.0,automatico,tracao integral,4.0,medio,seda,26,19,50365
Volkswagen,Touareg 2,2008,gasolina premium (obrigatoria),350.0,8.0,automatico,tracao integral,4.0,medio,SUV 4 portas,17,12,48390
Volvo,940,1995,gasolina comum,162.0,4.0,automatico,tracao traseira,4.0,medio,seda,22,17,2000
Subaru,Justy,1994,gasolina comum,73.0,3.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,33,28,2000
Subaru,Justy,1992,gasolina comum,73.0,3.0,manual,tracao nas quatro rodas,2.0,compacto,hatchback 2 portas,29,24,2000
Cadillac,ATS,2016,gasolina comum,202.0,4.0,automatico,tracao traseira,4.0,medio,seda,32,22,33215
Ford,F-250,1997,gasolina comum,220.0,8.0,manual,tracao nas quatro rodas,2.0,grande,picape cabine simples,17,12,3008
Mitsubishi,Eclipse Spyder,2011,gasolina premium (recomendada),265.0,6.0,automatico,tracao dianteira,2.0,compacto,conversivel,24,16,32599
Chevrolet,Traverse,2017,gasolina comum,281.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,22,15,31300
Hyundai,Veloster,2014,gasolina comum,132.0,4.0,manual automatizado,tracao dianteira,3.0,compacto,hatchback 2 portas,36,28,19050
Volvo,XC60,2016,gasolina comum,302.0,4.0,automatico,tracao integral,4.0,medio,SUV 4 portas,28,20,51300
Chevrolet,Silverado 1500 Classic,2007,flex (gasolina/E85),295.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine estendida,19,14,28705
Cadillac,DeVille,2004,gasolina comum,275.0,8.0,automatico,tracao dianteira,4.0,grande,seda,24,16,50750
Chrysler,Concorde,2004,gasolina comum,250.0,6.0,automatico,tracao dianteira,4.0,grande,seda,25,17,29105
Volkswagen,Jetta,2015,gasolina premium (recomendada),210.0,4.0,automatico,tracao dianteira,4.0,medio,seda,32,24,30380
Hyundai,Sonata,2017,gasolina comum,185.0,4.0,automatico,tracao dianteira,4.0,medio,seda,36,25,21600
Ford,Ranger,2009,gasolina comum,143.0,4.0,manual,tracao traseira,2.0,compacto,picape cabine estendida,26,21,17890
Chevrolet,Chevy Van,1998,gasolina comum,200.0,6.0,automatico,tracao traseira,3.0,medio,van de carga,18,13,2050
Subaru,Justy,1992,gasolina comum,66.0,3.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,33,28,2000
Chrysler,Aspen,2007,gasolina comum,235.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,SUV 4 portas,17,12,33810
Volkswagen,Tiguan,2015,gasolina premium (recomendada),200.0,4.0,automatico,tracao integral,4.0,compacto,SUV 4 portas,26,20,33235
Acura,MDX,2017,gasolina premium (recomendada),290.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,26,19,56400
Chrysler,Pacifica,2017,gasolina comum,287.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,28,18,42495
Plymouth,Colt,1994,gasolina comum,136.0,4.0,manual,tracao integral,4.0,compacto,perua,22,18,2000
Dodge,Journey,2017,gasolina comum,283.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,24,16,26595
Toyota,Matrix,2013,gasolina comum,158.0,4.0,automatico,tracao integral,4.0,compacto,hatchback 4 portas,26,20,22415
Toyota,Camry Solara,2008,gasolina comum,210.0,6.0,automatico,tracao dianteira,2.0,medio,conversivel,26,18,27440
Honda,CR-V,2015,gasolina comum,185.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,34,27,25545
Kia,Spectra,2009,gasolina comum,138.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,32,24,16550
Ford,F-250,1998,gasolina comum,220.0,8.0,manual,tracao traseira,2.0,grande,picape cabine simples,17,13,2843
Mazda,3,2017,gasolina comum,184.0,4.0,manual,tracao dianteira,4.0,medio,seda,34,25,23145
Honda,Fit,2015,gasolina comum,130.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,38,32,20925
Chevrolet,TrailBlazer EXT,2005,gasolina comum,275.0,6.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,18,13,30265
Infiniti,G Sedan,2012,gasolina premium (recomendada),218.0,6.0,automatico,tracao traseira,4.0,medio,seda,29,20,34500
Dodge,Stealth,1995,gasolina comum,320.0,6.0,manual,tracao integral,2.0,compacto,cupe,22,16,3219
Dodge,RAM 250,1992,gasolina comum,230.0,8.0,manual,tracao nas quatro rodas,2.0,grande,picape cabine estendida,15,12,2093
Mercedes-Benz,M-Class,2014,diesel,240.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,28,20,51790
Honda,Pilot,2015,gasolina comum,250.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,25,18,32120
Chevrolet,TrailBlazer,2009,gasolina comum,285.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,20,14,31330
Audi,A3,2015,gasolina premium (recomendada),220.0,4.0,manual automatizado,tracao integral,2.0,compacto,conversivel,32,23,47050
Oldsmobile,Cutlass Calais,1990,gasolina comum,110.0,4.0,manual,tracao dianteira,4.0,compacto,seda,30,19,2000
Plymouth,Prowler,2000,gasolina comum,253.0,6.0,automatico,tracao traseira,2.0,compacto,conversivel,21,15,20901
Kia,Sorento,2016,gasolina comum,290.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,26,18,38300
Audi,200,1990,gasolina comum,162.0,5.0,manual,tracao integral,4.0,medio,perua,22,15,2000
Suzuki,Verona,2006,gasolina comum,155.0,6.0,automatico,tracao dianteira,4.0,medio,seda,25,17,18299
Ford,Explorer Sport,2003,gasolina comum,203.0,6.0,automatico,tracao traseira,2.0,medio,SUV 2 portas,19,14,22545
Volkswagen,Passat,2015,gasolina comum,170.0,4.0,automatico,tracao dianteira,4.0,medio,seda,36,24,28105
Volkswagen,Golf GTI,2016,gasolina premium (recomendada),220.0,4.0,manual,tracao dianteira,4.0,compacto,hatchback 4 portas,34,25,30120
Suzuki,Aerio,2007,gasolina comum,155.0,4.0,automatico,tracao integral,4.0,compacto,seda,26,21,17199
Mazda,CX-5,2014,gasolina comum,155.0,4.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,32,26,22795
Ford,Freestar,2006,gasolina comum,201.0,6.0,automatico,tracao dianteira,4.0,medio,minivan de passageiros,21,15,29575
Mercedes-Benz,300-Class,1991,gasolina comum,177.0,6.0,automatico,tracao integral,4.0,medio,seda,20,15,2105
Cadillac,CTS,2017,gasolina comum,335.0,6.0,automatico,tracao integral,4.0,grande,seda,27,19,55695
Hyundai,Veloster,2014,gasolina comum,201.0,4.0,manual,tracao dianteira,3.0,compacto,hatchback 2 portas,33,24,21300
Ford,F-150,2016,flex (gasolina/E85),385.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,22,15,52515
Suzuki,XL7,2007,gasolina comum,252.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,21,16,29549
Kia,Rio,2016,gasolina comum,138.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,37,27,20755
Cadillac,ATS,2016,gasolina comum,335.0,6.0,automatico,tracao traseira,4.0,medio,seda,30,20,48110
Porsche,968,1993,gasolina comum,236.0,4.0,manual,tracao traseira,2.0,compacto,cupe,24,15,3839
Hyundai,Elantra Touring,2011,gasolina comum,138.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,30,23,20295
Honda,Civic,2015,gasolina comum,143.0,4.0,automatico,tracao dianteira,4.0,compacto,seda,39,30,22840
Mitsubishi,Montero Sport,2003,gasolina comum,165.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,19,15,25217
Dodge,Avenger,2012,flex (gasolina/E85),283.0,6.0,automatico,tracao dianteira,4.0,medio,seda,29,19,23995
Chevrolet,Cobalt,2008,gasolina premium (recomendada),260.0,4.0,manual,tracao dianteira,2.0,compacto,cupe,30,22,22335
Dodge,Dakota,2009,gasolina comum,210.0,6.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,18,14,29355
GMC,Jimmy,1999,gasolina comum,190.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,19,14,2368
Hyundai,Elantra,2015,gasolina comum,145.0,4.0,manual,tracao dianteira,4.0,compacto,seda,37,27,17250
Land Rover,Range Rover Sport,2014,gasolina premium (obrigatoria),340.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,23,17,67600
Lexus,IS 350 C,2013,gasolina premium (obrigatoria),306.0,6.0,automatico,tracao traseira,2.0,compacto,conversivel,27,19,46890
Saab,9000,1996,gasolina comum,210.0,6.0,automatico,tracao dianteira,4.0,medio,hatchback 4 portas,24,16,2000
Hyundai,Elantra Coupe,2014,gasolina comum,173.0,4.0,automatico,tracao dianteira,2.0,compacto,cupe,34,24,19600
Ford,Flex,2016,gasolina comum,287.0,6.0,automatico,tracao dianteira,4.0,grande,perua,23,16,37800
GMC,Canyon,2016,gasolina comum,200.0,4.0,automatico,tracao traseira,4.0,compacto,picape cabine dupla,27,20,29245
GMC,Jimmy,2000,gasolina comum,190.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,18,14,2773
FIAT,500,2015,gasolina premium (recomendada),101.0,4.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,40,31,17700
Mitsubishi,Mirage,2017,gasolina comum,78.0,3.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,43,37,15995
Toyota,Tacoma,2017,gasolina comum,278.0,6.0,automatico,tracao traseira,4.0,compacto,picape cabine dupla,24,19,31740
Chevrolet,Silverado 1500,2017,flex (gasolina/E85),285.0,6.0,automatico,tracao traseira,4.0,grande,picape cabine estendida,24,18,33360
Chevrolet,Sonic,2016,gasolina comum,138.0,4.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,37,27,20345
Mitsubishi,Lancer Evolution,2015,gasolina premium (obrigatoria),291.0,4.0,manual,tracao integral,4.0,compacto,seda,23,17,34495
Suzuki,XL7,2007,gasolina comum,252.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,21,16,24599
Chrysler,300,2016,gasolina comum,300.0,6.0,automatico,tracao integral,4.0,grande,seda,27,18,38095
Audi,SQ5,2017,gasolina premium (obrigatoria),354.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,24,17,53300
Audi,SQ5,2015,gasolina premium (obrigatoria),354.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,24,17,60200
Cadillac,CTS Wagon,2013,gasolina comum,318.0,6.0,automatico,tracao traseira,4.0,medio,perua,26,18,49750
Volkswagen,GTI,2013,gasolina premium (recomendada),200.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,hatchback 4 portas,33,24,25895
Buick,LaCrosse,2015,flex (gasolina/E85),304.0,6.0,automatico,tracao integral,4.0,grande,seda,26,17,40500
Chrysler,200,2015,flex (gasolina/E85),184.0,4.0,automatico,tracao dianteira,4.0,medio,seda,36,23,26625
Nissan,Armada,2015,gasolina comum,317.0,8.0,automatico,tracao traseira,4.0,grande,SUV 4 portas,19,13,50780
Chevrolet,Chevy Van,1998,gasolina comum,200.0,6.0,automatico,tracao traseira,3.0,grande,van de carga,18,13,2116
Dodge,RAM 150,1992,gasolina comum,180.0,6.0,manual,tracao nas quatro rodas,2.0,grande,picape cabine simples,16,11,2000
Dodge,Stealth,1995,gasolina comum,164.0,6.0,manual,tracao dianteira,2.0,compacto,cupe,22,17,2000
GMC,Sierra 1500,2017,gasolina comum,355.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine estendida,22,16,45330
Honda,Pilot,2017,gasolina comum,280.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,26,18,32395
Infiniti,M45,2010,gasolina premium (obrigatoria),325.0,8.0,automatico,tracao integral,4.0,grande,seda,20,14,54650
Infiniti,QX50,2016,gasolina premium (recomendada),325.0,6.0,automatico,tracao traseira,4.0,medio,SUV 4 portas,24,17,34450
Buick,Enclave,2017,gasolina comum,288.0,6.0,automatico,tracao integral,4.0,medio,SUV 4 portas,22,15,45765
Chevrolet,HHR,2009,gasolina premium (recomendada),260.0,4.0,manual,tracao dianteira,4.0,compacto,perua,29,21,24815
Suzuki,Aerio,2006,gasolina comum,155.0,4.0,automatico,tracao integral,4.0,compacto,perua,26,21,16599
Lincoln,Mark LT,2006,gasolina comum,300.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine dupla,16,12,42235
Hyundai,Santa Fe Sport,2015,gasolina comum,190.0,4.0,automatico,tracao integral,4.0,medio,SUV 4 portas,25,19,26700
Pontiac,Grand Am,2004,gasolina comum,175.0,6.0,automatico,tracao dianteira,4.0,medio,seda,27,18,22280
Chevrolet,Silverado 1500,2016,flex (gasolina/E85),285.0,6.0,automatico,tracao traseira,2.0,grande,picape cabine simples,24,18,33295
Nissan,Frontier,2015,gasolina comum,261.0,6.0,automatico,tracao traseira,4.0,compacto,picape cabine dupla,22,16,23750
BMW,1 Series,2013,gasolina premium (obrigatoria),300.0,6.0,manual,tracao traseira,2.0,compacto,conversivel,28,19,44400
Volvo,850,1995,gasolina comum,222.0,5.0,automatico,tracao dianteira,4.0,medio,perua,24,17,2000
Saab,9-3 Griffin,2012,flex (gasolina premium recomendada/E85),220.0,4.0,automatico,tracao dianteira,4.0,medio,seda,29,19,30250
GMC,Vandura,1995,gasolina comum,165.0,6.0,automatico,tracao traseira,3.0,medio,van de carga,20,15,2000
Dodge,Ram 50 Pickup,1993,gasolina comum,116.0,4.0,manual,tracao traseira,2.0,compacto,picape cabine simples,22,17,2000
Oldsmobile,Alero,2002,gasolina comum,170.0,6.0,automatico,tracao dianteira,4.0,medio,seda,27,18,21080
GMC,Terrain,2016,gasolina comum,182.0,4.0,automatico,tracao dianteira,4.0,compacto,SUV 4 portas,32,22,26800
BMW,4 Series,2017,gasolina premium (recomendada),320.0,6.0,automatico,tracao traseira,2.0,medio,cupe,32,21,48500
Toyota,Tundra,2016,flex (gasolina/E85),381.0,8.0,automatico,tracao nas quatro rodas,4.0,grande,picape cabine estendida,17,13,33890
Scion,xB,2013,gasolina comum,158.0,4.0,manual,tracao dianteira,4.0,compacto,perua,28,22,16970
Lincoln,Aviator,2004,gasolina premium (obrigatoria),302.0,8.0,automatico,tracao traseira,4.0,medio,SUV 4 portas,17,12,40290
Dodge,Dakota,2009,gasolina comum,210.0,6.0,automatico,tracao traseira,4.0,compacto,picape cabine estendida,20,15,23710
Pontiac,G6,2008,gasolina comum,217.0,6.0,automatico,tracao dianteira,2.0,medio,conversivel,26,17,30210
Hyundai,Tiburon,2008,gasolina comum,172.0,6.0,manual,tracao dianteira,2.0,compacto,hatchback 2 portas,24,17,22620
GMC,Sierra 1500,2016,gasolina comum,355.0,8.0,automatico,tracao traseira,4.0,grande,picape cabine dupla,23,16,37625
Mercedes-Benz,190-Class,1992,gasolina comum,158.0,6.0,manual,tracao traseira,4.0,compacto,seda,25,17,2000
Volkswagen,Jetta,2017,gasolina premium (recomendada),170.0,4.0,automatico,tracao dianteira,4.0,medio,seda,35,25,24995
Volkswagen,Golf SportWagen,2017,gasolina comum,170.0,4.0,automatico,tracao dianteira,4.0,compacto,perua,34,25,27030
Audi,A3,2016,gasolina premium (recomendada),220.0,4.0,manual automatizado,tracao integral,4.0,compacto,seda,33,24,36900
Lincoln,Continental,2017,gasolina premium (recomendada),,6.0,automatico,tracao integral,4.0,grande,seda,25,17,64915
Nissan,Murano,2016,gasolina comum,260.0,6.0,automatico,tracao dianteira,4.0,medio,SUV 4 portas,28,21,29740
Buick,LaCrosse,2016,flex (gasolina/E85),304.0,6.0,automatico,tracao dianteira,4.0,grande,seda,28,18,33810
Suzuki,Grand Vitara,2013,gasolina comum,166.0,4.0,automatico,tracao nas quatro rodas,4.0,compacto,SUV 4 portas,23,19,23799
Toyota,FJ Cruiser,2014,gasolina comum,260.0,6.0,automatico,tracao nas quatro rodas,4.0,medio,SUV 4 portas,20,17,29270
Suzuki,Sidekick,1997,gasolina comum,95.0,4.0,manual,tracao traseira,4.0,compacto,SUV 4 portas,24,21,2000
Nissan,Sentra,2016,gasolina comum,130.0,4.0,automatico,tracao dianteira,4.0,medio,seda,38,29,18550
Mitsubishi,Mirage,2015,gasolina comum,74.0,3.0,automatico,tracao dianteira,4.0,compacto,hatchback 4 portas,44,37,14945
Volvo,S70,1999,gasolina comum,190.0,5.0,automatico,tracao integral,4.0,medio,seda,23,16,2384
Mercedes-Benz,500-Class,1993,gasolina comum,315.0,8.0,automatico,tracao traseira,4.0,grande,seda,16,12,2692
Dodge,RAM 150,1991,gasolina comum,125.0,6.0,desconhecido,tracao traseira,2.0,grande,picape cabine simples,17,12,2000
Volkswagen,Eos,2014,gasolina premium (recomendada),200.0,4.0,manual automatizado,tracao dianteira,2.0,compacto,conversivel,30,22,42095
Nissan,Altima Hybrid,2010,gasolina comum,158.0,4.0,automatico,tracao dianteira,4.0,medio,seda,33,35,26780
Acura,ILX,2016,gasolina premium (recomendada),201.0,4.0,manual automatizado,tracao dianteira,4.0,compacto,seda,36,25,31890
Chevrolet,TrailBlazer,2007,gasolina premium (obrigatoria),395.0,8.0,automatico,tracao integral,4.0,medio,SUV 4 portas,16,12,33620
Audi,100,1994,gasolina comum,172.0,6.0,automatico,tracao dianteira,4.0,medio,seda,22,16,2000
GMC,Canyon,2012,gasolina comum,242.0,5.0,automatico,tracao nas quatro rodas,4.0,compacto,picape cabine dupla,21,16,28610
Ford,Transit Wagon,2016,flex (gasolina/E85),275.0,6.0,automatico,tracao traseira,3.0,medio,van de passageiros,19,14,33175
Nissan,Quest,2016,gasolina comum,260.0,6.0,automatico,tracao dianteira,4.0,compacto,minivan de passageiros,27,20,34110
Volkswagen,Passat,2015,diesel,150.0,4.0,manual automatizado,tracao dianteira,4.0,medio,seda,42,30,33925
